incident_address,longitude,latitude,incident_count
130 WEST  113 STREET,-73.95281034922624,40.800804013567856,1
130 WEST  116 STREET,-73.95084782400734,40.80250492398578,1
130 WEST  143 STREET,-73.93831636622778,40.81961499067665,2
130 WEST  228 STREET,-73.90850013893895,40.87645452418396,16
130 WEST END AVENUE,-73.96462346584445,40.64428496856829,3
130-01 120 STREET,-73.8188722771594,40.67372905942632,3
130-02 120 STREET,-73.81889389984838,40.67373183824644,1
130-03 135 AVENUE,-73.80965823151996,40.6685238006582,2
130-04 101 AVENUE,-73.81689918184068,40.69252766645168,3
130-06 60 AVENUE,-73.83551253279295,40.74413538937874,1
130-07 116 AVENUE,-73.80971818473664,40.677834200198085,7
130-09 116 AVENUE,-73.80970736117025,40.67783692707816,6
130-09 140 STREET,-73.79930108423285,40.67114393536705,2
130-11 117 STREET,-73.82168287490094,40.67422751043637,1
130-11 133 AVENUE,-73.80897641315089,40.66996368177223,7
130-11 59 AVENUE,-73.83534121486811,40.74482407800852,2
130-13 LEFFERTS BOULEVARD,-73.81981996091889,40.67389248956355,1
130-14 117 STREET,-73.82170450520631,40.67422754395868,3
130-14 133 AVENUE,-73.80888646569244,40.66990314715832,1
130-15 140 STREET,-73.79925101242993,40.67101209840421,1
130-15 58 AVENUE,-73.83458002599646,40.746162427388136,1
130-15 VAN WYCK EXPRESSWAY,-73.80063492352312,40.67113527537987,1
130-16 234 STREET,-73.73340904700031,40.679658942499046,2
130-17 133 AVENUE,-73.80882520742145,40.669894811029856,1
130-17 160 STREET,-73.77998469043898,40.674825054162994,1
130-17 92 AVENUE,-73.81975199686316,40.69770606867164,2
130-17 INWOOD STREET,-73.79338115466587,40.67020022922117,2
130-18 109 AVENUE,-73.81310518050078,40.684962453151,18
130-18 116 AVENUE,-73.80963163535594,40.677842291372905,1
130-18 117 STREET,-73.82170450520631,40.67422754395868,2
130-19 176 PLACE,-73.76603222649716,40.67913977527664,1
130-20 109 AVENUE,-73.8130907348983,40.684970664021286,34
130-20 111 AVENUE,-73.81219461474235,40.68309177671083,3
130-20 117 STREET,-73.82170451254406,40.674224799189226,1
130-20 127 STREET,-73.81160104673066,40.67240537668429,1
130-22 231 STREET,-73.73604543669347,40.680351217073,4
130-24 59 AVENUE,-73.83532682008557,40.744807588900976,1
130-26 117 STREET,-73.8217081249324,40.67422206000645,3
130-26 122 PLACE,-73.81616267646594,40.67322521152282,4
130-27 117 STREET,-73.82168650930572,40.67421653694593,1
130-28 120 STREET,-73.81889754959144,40.6737153753046,1
130-28 LEFFERTS BOULEVARD,-73.81984521097576,40.67388703954226,2
130-29 157 STREET,-73.78161336748177,40.673977274224,1
130-29 FRANCIS LEWIS BOULEVARD,-73.736884059142,40.68071544949477,1
130-31 129 STREET,-73.80975628245422,40.67206198799592,1
130-31 KEW GARDEN ROAD,-73.82218380447823,40.70539246669225,1
130-32 KEW GARDENS ROAD,-73.82219825338598,40.70538425470175,3
130-34 120 STREET,-73.81890116206745,40.673712636209785,1
130-34 124 STREET,-73.81434307030902,40.67289291581427,1
130-35 218 STREET,-73.74873263075342,40.68423878799428,1
130-37 145 STREET,-73.79427478864933,40.670319856410366,1
130-38 125 STREET,-73.81343150225774,40.67271577516261,2
130-41 135 ROAD,-73.80875935200301,40.667718088301726,1
130-44 124 STREET,-73.81434309323063,40.672884681506055,1
130-45 180 STREET,-73.7592657910171,40.67992180453376,1
130-46 121 STREET,-73.81825127835275,40.67274819315361,1
130-47 126 STREET,-73.81249828614658,40.672546826343776,1
130-48 VAN WYCK EXPRESSWAY,-73.80172431593266,40.67089561711028,1
130-48 VAN WYCK EXPRESSWAY SR WEST,-73.80172431593266,40.67089561711028,5
130-49 92 AVENUE,-73.8197122976507,40.69771698558342,1
130-50 117 STREET,-73.8217117740076,40.67420559697632,1
130-50 224 STREET,-73.743169350454,40.682318880647344,18
130-50 91 AVENUE,-73.82003878362448,40.698343304745634,1
130-50 LEFFERTS BOULEVARD,-73.81984885307844,40.67387332134,1
130-53 LEFFERTS BOULEVARD,-73.81982723030382,40.67387054269937,1
130-54 224 STREET,-73.74320202174188,40.68226131309704,6
130-55 229 STREET,-73.73886648793723,40.68085720490171,1
130-65 228 STREET,-73.73981058892394,40.68099109331752,1
1300 HALSEY STREET,-73.90728312170319,40.69379701396653,1
1300 HOE AVENUE,-73.89029213423187,40.83123062586011,1
1300 MYRTLE AVENUE,-73.92432426845444,40.698179152986064,1
1301 HERKIMER STREET,-73.91034859399235,40.67750372711104,2
1302 EAST   53 STREET,-73.92483003022312,40.62703753814303,1
1302 NEWKIRK AVENUE,-73.96493632865034,40.63474491876861,2
1303 3 AVENUE,-73.95933694004445,40.77146530302364,1
1303 BLAKE AVENUE,-73.86860419654816,40.6716803804098,5
1303 EAST   56 STREET,-73.921548592099,40.6235906326323,1
1303 PARK PLACE,-73.9344111828068,40.67257936400664,3
1303 WARING AVENUE,-73.84902263715395,40.86101349139923,5
1304 GRAND CONCOURSE,-73.91542823028361,40.83682082056242,1
1304 NEW YORK AVENUE,-73.94562316884729,40.64097905330325,12
1304 NOBLE AVENUE,-73.87045780556724,40.832804731998046,1
1304 PUTNAM AVENUE,-73.91378580548695,40.69313783467579,3
1304 STERLING PLACE,-73.93532769111711,40.67170704390315,3
1305 86 STREET,-74.0135067359503,40.61382318803008,1
1305 ALBEMARLE ROAD,-73.96720399028092,40.64651523008615,3
1305 CLAY AVENUE,-73.90913174214548,40.83499903220862,1
1305 EAST   69 STREET,-73.91385786576639,40.62340671577245,1
1305 PARK PLACE,-73.93436071595238,40.6725765904484,1
1306 COLLEGE AVENUE,-73.91173293043992,40.83554725006937,1
1306 EAST  102 STREET,-73.88927104274305,40.63922036159876,1
1306 EDISON AVENUE,-73.83047377821373,40.83805568084074,1
1306 LORING AVENUE,-73.86370264123177,40.66759319014919,1
1306 PUTNAM AVENUE,-73.91375331171986,40.6931680027996,1
1307 EAST   48 STREET,-73.92992878714095,40.629321679528864,1
1307 EAST   94 STREET,-73.89997225689139,40.63935368365494,1
1307 EAST NEW YORK AVENUE,-73.91903345031108,40.668726881110594,1
1307 EDWARD L GRANT HIGHWAY,-73.92149314428094,40.839171836089626,1
1307 MYRTLE AVENUE,-73.92595451951783,40.69801827203887,2
1307 PACIFIC STREET,-73.94886686126566,40.677609635719705,3
1307 SHAKESPEARE AVENUE,-73.92246434608457,40.839998650800304,1
1308 CATON AVENUE,-73.96772137996426,40.649663643338044,2
1308 JEFFERSON AVENUE,-73.91149240118705,40.693089432667634,1
1308 LORING AVENUE,-73.86301394711555,40.66768843946355,1
1308 NEW YORK AVENUE,-73.94561601153977,40.64091866462224,3
1308 STERLING PLACE,-73.9352339658327,40.671704246402186,1
1309 EAST   34 STREET,-73.94240962322728,40.62362493378157,1
1309 GATES AVENUE,-73.91730744705809,40.694348117656176,1
1309 WEST FARMS ROAD,-73.88733553161887,40.82951232815002,1
131 1 AVENUE,-73.98536980139953,40.7275034335586,1
131 ARLO ROAD,-74.09443691181063,40.6199033350695,1
131 AVENUE,-73.80534740381262,40.67058834919127,5
131 AVENUE A,-73.98299234311288,40.726819662567074,2
131 AVENUE B,-73.98055726380964,40.72594369971413,1
131 BANCROFT AVENUE,-74.11068336458739,40.57697663874888,3
131 BROOME STREET,-73.98399067098026,40.716219547987976,1
131 CHESTER AVENUE,-73.98286978188824,40.64218736030789,1
131 EAST   17 STREET,-73.98701341969971,40.73572691606545,1
131 EAST   21 STREET,-73.96017059735964,40.6512806982575,16
131 EAST   28 STREET,-73.95097741553721,40.64615812556264,1
131 EAST  110 STREET,-73.94491587725891,40.79502285819394,3
131 ELDERT STREET,-73.91127484744177,40.68856313788457,1
131 FORT GEORGE AVENUE,-73.92723404478959,40.85728517033496,1
131 FT GEORGE AVENUE,-73.92723404478959,40.85728517033496,2
131 HALL STREET,-73.96601943230962,40.69405441606838,2
131 HAROLD STREET,-74.12488767250137,40.60170921917761,1
131 JEFFERSON AVENUE,-73.95211848772782,40.68305117591191,1
131 LEFFERTS PLACE,-73.95800058294263,40.680723161022655,4
131 MAC DONOUGH STREET,-73.94134669064569,40.68129502417892,1
131 MCGUINESS BOULEVARD,-73.94951088547418,40.72696630039656,1
131 MCGUINNESS BOULEVARD,-73.94951088547418,40.72696630039656,9
131 MOORE STREET,-73.9404539447517,40.70394989326451,34
131 NORTH    4 STREET,-73.95988276698499,40.71641678368345,1
131 NORTH    6 STREET,-73.9590378380635,40.717736715953095,11
131 PIONEER STREET,-74.01072216074178,40.67868821520384,1
131 PROSPECT PLACE,-73.97281611739524,40.67850160374045,2
131 SILVER LAKE ROAD,-74.09587084225352,40.632640726280286,6
131 SOUTH    2 STREET,-73.9625394399162,40.713445102375005,1
131 ST NICHOLAS AVENUE,-73.95272139805938,40.80399334907789,98
131 STOCKHOLM STREET,-73.92371073945417,40.69857124976375,7
131 SWAIM AVENUE,-74.1832920988623,40.52205604387279,2
131 SWAIN AVENUE,-74.1832920988623,40.52205604387279,1
131 WELDON STREET,-73.8703537566302,40.68035037273665,2
131 WEST   14 STREET,-73.99787098609319,40.7378026617673,1
131 WEST   28 STREET,-73.99154418744493,40.74648127291415,1
131 WEST  110 STREET,-73.95365696235214,40.79875679037935,6
131 WEST  116 STREET,-73.95071781824059,40.80246918703803,2
131 WEST  130 STREET,-73.94420512136094,40.81138931802398,2
131 WEST  136 STREET,-73.94140568065734,40.815222305463344,1
131 WEST  137 STREET,-73.94094992338078,40.81585061398896,7
131 WEST THIRD STREET,-74.00079378581671,40.73077061956904,1
131 WOOD AVENUE,-74.24491592144352,40.51386856557527,2
131-01 40 ROAD,-73.83615490586921,40.75587561133237,2
131-03 95 AVENUE,-73.81726327696967,40.69520165546699,2
131-05 FOCH BOULEVARD,-73.80791259731141,40.67635725270567,1
131-07 LIBERTY AVENUE,-73.81467364246916,40.69014987326194,1
131-10 109 AVENUE,-73.81225672908754,40.68536180954733,16
131-11 132 STREET,-73.80649474478383,40.67049476708896,1
131-11 133 STREET,-73.80560467538908,40.67038073045417,15
131-12 134 STREET,-73.80454161716125,40.67025266923789,1
131-12 135 PLACE,-73.8026634822097,40.67025495258286,1
131-13 134 STREET,-73.80451999619845,40.67024988771925,1
131-15 130 STREET,-73.80911425957706,40.670921839801935,1
131-15 132 STREET,-73.80649836555783,40.67048928361287,2
131-16 109 AVENUE,-73.81222062619119,40.68537821930477,1
131-17 134 STREET,-73.80452000424293,40.67024714294965,1
131-17 135 STREET,-73.80356111835641,40.67024550965676,1
131-19 134 STREET,-73.80452001228741,40.67024439818006,1
131-19 135 STREET,-73.80356111835641,40.67024550965676,1
131-21 11 AVENUE,-73.83707313630754,40.78775985537128,1
131-23 134 STREET,-73.80452002033188,40.67024165341046,5
131-23 FOCH BOULEVARD,-73.80746519237422,40.676482764815,6
131-25 231 STREET,-73.73691022912291,40.678651430495954,1
131-36 226 STREET,-73.74221783663602,40.68036521103225,1
131-37 223 STREET,-73.7447889020349,40.681199867366416,1
131-41 134 STREET,-73.80452368147613,40.67022244614832,1
131-42 132 STREET,-73.80652366318691,40.67046736789508,1
131-46 223 STREET,-73.74518810971303,40.68051730076392,1
131-47 134 STREET,-73.8045273023974,40.670216962734095,1
131-48 222 STREET,-73.74568205180394,40.68146259940588,1
131-48 223 STREET,-73.74520625198562,40.680487148308174,1
131-56 231 STREET,-73.73695724934616,40.67861311099585,1
1310 62 STREET,-73.99925067395354,40.62740246343011,1
1310 AVENUE X,-73.95679975904247,40.59201668667025,2
1310 HOLLYWOOD AVENUE,-73.8268535710333,40.83907408164063,1
1310 NOBLE AVENUE,-73.87047930043806,40.83290082117146,1
1310 STERLING PLACE,-73.93518710452706,40.67170147523549,1
1310 WHEELER AVENUE,-73.88075216879773,40.83131173170524,2
1311 86 STREET,-74.01341307821889,40.61376830312464,1
1311 CLAY AVENUE,-73.90907016179314,40.83510602746762,1
1311 DECATUR STREET,-73.90531808102273,40.69105064352291,1
1311 LINCOLN PLACE,-73.93291065548144,40.66985019052032,2
1311 MYRTLE AVENUE,-73.92499510863277,40.69812744152468,1
1311 PACIFIC STREET,-73.94875870826627,40.67760409805561,4
1311 STERLING PLACE,-73.93513662228858,40.671715170668506,2
1312 GATES AVENUE,-73.91719193452263,40.69444135676375,1
1312 MANOR AVENUE,-73.87708679600182,40.83196661516725,1
1312 NEEDHAM AVENUE,-73.85231451840204,40.87799371250389,2
1312 STRATFORD AVENUE,-73.87615789606896,40.832075410042656,2
1312 WHEELER AVENUE,-73.88075575284948,40.83132820370374,1
1313 41 STREET,-73.98690609821372,40.6391823503032,1
1313 DAHILL ROAD,-73.97539535731673,40.61591837040334,1
1314 ELDER AVENUE,-73.87987706637941,40.83165391295356,2
1314 GRAND CONCOURSE,-73.91516045061127,40.837097839766976,1
1314 MERRIAM AVENUE,-73.92611733894245,40.84072290722596,6
1314 ROGERS AVENUE,-73.9510845909402,40.63759718424744,1
1315 48 STREET,-73.99098180830418,40.63525769703462,1
1315 AMSTERDAM AVENUE,-73.95679021497357,40.812646314855215,3
1315 COMMERCE AVENUE,-73.84011734660629,40.83589838251984,8
1315 INWOOD AVENUE,-73.92018920333281,40.83857808371439,2
1315 SHERIDAN AVENUE,-73.9142974505466,40.83654002526547,2
1316 73 STREET,-74.00564463074404,40.621108522428045,1
1316 CROES AVENUE,-73.87142973863375,40.83287718220874,1
1316 MORRIS AVENUE,-73.91234276542629,40.83622840378746,1
1316 ROGERS AVENUE,-73.95108101200717,40.63756424527957,1
1316 SAINT LAWRENCE AVENUE,-73.86765252940425,40.833347745214965,1
1317 BRONX RIVER AVENUE,-73.88131495978142,40.83183106344978,2
1317 ELDER AVENUE,-73.87990592551554,40.831681390162295,1
1317 HOBART AVENUE,-73.8282231434818,40.83912553434713,2
1317 LINCOLN PLACE,-73.93277007577379,40.66984187412208,7
1317 NEW YORK AVENUE,-73.94557649211194,40.64077591704172,1
1317 PROSPECT AVENUE,-73.89804772211303,40.82830364198692,2
1318 CLAY AVENUE,-73.9090448578729,40.83511149694025,1
1318 EAST   70 STREET,-73.91287039882991,40.623738091479005,2
1318 FULTON STREET,-73.94817976904972,40.68030744119197,2
1318 SOUTHERN BOULEVARD,-73.891470397319,40.8310835260858,17
1319 BRONX RIVER AVENUE,-73.8812823590735,40.83187494533808,1
1319 EAST   46 STREET,-73.93182785622393,40.62885071734738,1
1319 HOBART AVENUE,-73.82823389331777,40.83916123164536,8
1319 NELSON AVENUE,-73.92359885204324,40.84026290000804,1
1319 ST JOHNS PLACE,-73.93475179253227,40.67079819758671,1
1319 STRATFORD AVENUE,-73.876287138759,40.83253117147391,2
132 1/2 HULL STREET,-73.91046478084324,40.67957886757889,1
132 AVENUE,-73.78263853886665,40.672461350093286,1
132 AVENUE D,-73.97551766694455,40.724369992509686,7
132 BAY   11 STREET,-74.01077922285812,40.607919423357295,3
132 BEACH   27 STREET,-73.75981549686925,40.59336303437679,1
132 CHESTNUT STREET,-73.87591554355241,40.68494302414537,4
132 CONKLIN AVENUE,-73.90291392100097,40.64329497457933,3
132 DALTON AVENUE,-74.12738015251026,40.571763419638096,1
132 DIXON AVENUE,-74.14674672423861,40.627964819191135,1
132 EAGLE STREET,-73.95588791467915,40.73507418258997,1
132 EAST   17 STREET,-73.9870603281807,40.73572966609901,1
132 EAST   27 STREET,-73.98314722251725,40.74211619792568,1
132 EAST   37 STREET,-73.94315819958236,40.65406499250879,5
132 KENILWORTH AVENUE,-74.18285686221722,40.562811786717006,1
132 LOCUST AVENUE,-73.90936001681993,40.80006989738492,1
132 MANOR ROAD,-74.1247473236622,40.6248891779774,1
132 MULBERRY STREET,-73.99777420507387,40.7183917448454,1
132 NEW YORK AVENUE,-73.94718841892082,40.67558872327811,7
132 NORTH    5 STREET,-73.95928001925525,40.71694356611174,1
132 QUINCY STREET,-73.95583000158257,40.6863546211484,1
132 ROAD,-73.73161806197103,40.67585599396842,1
132 SHERMAN AVENUE,-73.92435227538378,40.86419447132796,2
132 STANHOPE STREET,-73.9230622352618,40.69801363018174,1
132 STREET,-73.80637243511273,40.67351107723995,2
132-01 100 STREET,-73.83817584649844,40.677282126734255,1
132-02 140 STREET,-73.79907233973988,40.67049027762967,1
132-02 81 STREET,-73.85543568235138,40.674878723477065,1
132-02 JAMAICA AVENUE,-73.82049747055869,40.70210984823283,7
132-05 115 AVENUE,-73.80877794134413,40.68009434019356,1
132-05 133 AVENUE,-73.80662458305001,40.669229640323245,1
132-05 140 STREET,-73.79898634456559,40.67031720603922,1
132-06 57 ROAD,-73.83288247953641,40.7466952038798,1
132-06 LIBERTY AVENUE,-73.81395106637287,40.69064825655405,1
132-07 115 AVENUE,-73.8087635120054,40.68009706099228,2
132-07 FOCH BOULEVARD,-73.80706108759615,40.676594623898986,1
132-08 101 AVENUE,-73.81518855714205,40.69301624682297,1
132-09 109 AVENUE,-73.81149126007884,40.68573933743347,4
132-10 HOOK CREEK BOULEVARD,-73.72727807943559,40.674819237752544,3
132-11 109 AVENUE,-73.81147682962934,40.68574205857057,25
132-11 155 STREET,-73.78243745843072,40.672216684222654,2
132-11 VAN WYCK EXPRESSWAY SR EAST,-73.8006212149613,40.66969149550676,1
132-13 107 STREET,-73.83279971864295,40.67613535640323,1
132-14 109 AVENUE,-73.81144438633794,40.68573926063647,2
132-14 57 ROAD,-73.83287165261666,40.74669518817007,1
132-14 59 AVENUE,-73.83293111479988,40.74457083454367,1
132-14 84 STREET,-73.85243601798355,40.67497921689926,1
132-15 METROPOLITAN AVENUE,-73.81978792883213,40.70309136759446,2
132-18 156 STREET,-73.78163964373684,40.6725582707841,1
132-18 157 STREET,-73.78083094280699,40.67291904456598,1
132-19 83 STREET,-73.8534706739182,40.6749832840409,1
132-26 58 ROAD,-73.83309533446446,40.74528470884695,2
132-27 156 STREET,-73.7816144090383,40.67255822288658,1
132-30 159 STREET,-73.77871457593099,40.67298910261763,1
132-31 219 STREET,-73.74955146673041,40.68126248300805,2
132-31 57 ROAD,-73.8328499643446,40.7467088804674,1
132-32 57 AVENUE,-73.83272192041272,40.74739762778987,1
132-33 82 STREET,-73.85434734722278,40.67469345066478,11
132-33 86 STREET,-73.85047839054252,40.67500413724585,2
132-36 BOOTH MEMORIAL AVENUE,-73.83228747783741,40.74793771248472,1
132-37 POPLE AVENUE,-73.83160242427394,40.75338504664671,1
132-39 57 ROAD,-73.83283913742265,40.74670886475461,2
132-39 58 AVENUE,-73.83296000911902,40.74600089355672,1
132-43 METROPOLITAN AVENUE,-73.81918953653492,40.70297789354147,1
132-45 114 PLACE,-73.82459234607981,40.67415787389893,2
132-50 CROSS BAY BOULEVARD,-73.84335364701862,40.67545303558563,3
132-53 41 AVENUE,-73.83165767449378,40.75723052305883,1
132-57 114 PLACE,-73.82463962306089,40.67400149346878,1
132-57 SANFORD AVENUE,-73.83132279791127,40.75548437204469,1
132-62 114 STREET,-73.82559832657971,40.674093528476426,1
1320 DEKALB AVENUE,-73.92565548377614,40.69775732630049,1
1320 EAST   36 STREET,-73.93971507954069,40.61964085918481,4
1320 FULTON STREET,-73.94812208500241,40.680304670425095,1
1320 GATES AVENUE,-73.91700778514337,40.69463061321046,4
1320 HARDING PARK CAMP,-73.8579259522333,40.80897128378125,1
1320 SAINT LAWRENCE AVENUE,-73.8676632557862,40.83340539654012,3
1321 EAST    8 STREET,-73.96654147831845,40.616687421162034,1
1321 EAST   80 STREET,-73.90420222892013,40.62942389298357,8
1321 HOBART AVENUE,-73.82824825715619,40.83919693432398,2
1321 ST JOHNS PLACE,-73.93470492919619,40.67079817099879,2
1321 WEST FARMS ROAD,-73.88699913407763,40.82971510799962,1
1322 EAST   89 STREET,-73.89889781190107,40.63268016199908,6
1322 NEEDHAM AVENUE,-73.85222763436279,40.87803751639707,1
1322 NEWKIRK AVENUE,-73.9648101944277,40.63480526556592,2
1322 TAYLOR AVENUE,-73.86556486739086,40.83282932413917,1
1323 EAST   16 STREET,-73.95900562327391,40.61762095512975,1
1323 NEW YORK AVENUE,-73.94556935725808,40.64068808050428,2
1324 LINCOLN PLACE,-73.93262951273589,40.66981708889745,1
1324 OGDEN AVENUE,-73.92517049953447,40.84067838149264,4
1324 VREELAND AVENUE,-73.83742496245169,40.83593304479228,1
1325 CLAY AVENUE,-73.90893249651272,40.83535568769245,1
1325 EAST   19 STREET,-73.95615974886931,40.6180673062459,2
1325 EASTERN PARKWAY,-73.9243615933253,40.66845877462204,1
1325 HICKS STREET,-73.85152346253939,40.877602950881865,1
1325 JEROME AVENUE,-73.91879404623288,40.83871434541044,3
1325 MYRTLE AVENUE,-73.92454065579825,40.69817380552389,2
1325 SUTTER AVENUE,-73.86901574870761,40.67321518104525,1
1325 UNION STREET,-73.9484482260092,40.6688344002585,8
1326 ALBANY AVENUE,-73.93794829660898,40.64089556921376,1
1326 COMMONWEALTH AVENUE,-73.86862811896489,40.83340101021472,1
1326 GRAND CONCOURSE,-73.91502655818604,40.83723772148566,1
1326 MANOR AVENUE,-73.87715493246162,40.832249393433855,6
1326 OCEAN AVENUE,-73.95721469128047,40.630010289348185,1
1326 RIVERSIDE DRIVE,-73.94279509920298,40.85055568992485,1
1326 ST JOHNS PLACE,-73.93460041213055,40.67077340863903,3
1327 DINSMORE AVENUE,-73.74862484495262,40.6047492699018,1
1327 MYRTLE AVENUE,-73.92447573524571,40.698179252477615,5
1327 PROSPECT PLACE,-73.93234474807495,40.673354939101664,1
1327 SOUTHERN BOULEVARD,-73.89148482467766,40.83110000795265,12
1328 GATES AVENUE,-73.91676225101146,40.69488295467398,2
1328 HOBART AVENUE,-73.82826956559245,40.83934243591917,1
1328 RIVERSIDE DRIVE,-73.9427878392841,40.85059136748225,1
1329 BUSHWICK AVENUE,-73.91198136140909,40.68600555282158,3
1329 COMMONWEALTH AVENUE,-73.86865697421297,40.83342849023004,11
1329 SENECA AVENUE,-73.88627657733373,40.81906214568307,1
1329 WILLOUGHBY AVENUE,-73.92106204757528,40.70602424979848,2
132A HULL STREET,-73.91046478084324,40.67957886757889,5
133 3 AVENUE,-73.98288837817562,40.68207998196432,1
133 AVENUE,-73.79019496996551,40.67104704988136,15
133 AVENUE D,-73.97553570277515,40.72437823061609,285
133 BEACH  116 STREET,-73.83653571544242,40.578631912747866,2
133 CENTRAL AVENUE,-73.92803353392762,40.69972958103929,1
133 DAHLGREN PLACE,-74.02539727677737,40.61648088058234,2
133 EAST   23 STREET,-73.98497019610956,40.7396159818334,1
133 EAST   53 STREET,-73.92801821862925,40.65713066976753,1
133 EAST   55 STREET,-73.92586185636902,40.654867599725314,1
133 ELDERT STREET,-73.91123874162723,40.68859879207333,2
133 ELLIOT PLACE,-73.91553798128456,40.83861594211119,3
133 FORT GEORGE AVENUE,-73.9272846965138,40.85724677644807,4
133 JOSEPH AVENUE,-74.13683590733373,40.599771509072674,3
133 MAC DONOUGH STREET,-73.94128899636222,40.68130322907545,3
133 NORTH BURGHER AVENUE,-74.11513733557139,40.63811811664149,1
133 PALMETTO STREET,-73.9176158279203,40.69284420498114,2
133 PITT STREET,-73.98156182961007,40.72022653396981,15
133 QUINCY STREET,-73.95577229378122,40.686379301925896,1
133 SEAMAN AVENUE,-73.92284645791618,40.86888690644382,1
133 STERLING PLACE,-73.97421543550666,40.67729697003487,1
133 STOCKHOLM STREET,-73.92366380317368,40.69861787969671,10
133 STREET,-73.81407261623853,40.694934627784285,7
133 WEST   77 STREET,-73.9774972131506,40.78110979763042,1
133 WEST   90 STREET,-73.97216756626119,40.78984237508424,6
133 WEST   93 STREET,-73.97018061331471,40.79146675896657,1
133 WEST  120 STREET,-73.94888816355095,40.80504843253868,1
133 WEST  145 STREET,-73.93726380714719,40.82088248282143,1
133 WYCKOFF AVENUE,-73.91889669918652,40.70411238755743,1
133-01 122 PLACE,-73.81670117956195,40.67142000432665,3
133-01 131 AVENUE,-73.80539855074512,40.67060270940918,2
133-02 226 STREET,-73.743365035977,40.67831467612034,4
133-02 232 STREET,-73.73721866060268,40.67631906688963,4
133-03 111 AVENUE,-73.8096253310142,40.68383962393722,2
133-03 231 STREET,-73.73803599583927,40.67658443025722,1
133-03 41 ROAD,-73.83099135742586,40.756658639406645,1
133-03 96 STREET,-73.84082188415933,40.67585578806105,1
133-03 PECONIC STREET,-73.83718206633486,40.67676470628796,2
133-04 115 AVENUE,-73.80773519899533,40.68036708051152,4
133-04 LINDEN BOULEVARD,-73.80875061801756,40.68207877027427,1
133-05 111 AVENUE,-73.8096145064693,40.68384235080654,1
133-06 ROCKAWAY BEACH BOULEVARD,-73.85134750584172,40.57459520732392,2
133-09 131 AVENUE,-73.80533729226761,40.67059437142426,9
133-11 122 PLACE,-73.81670481463341,40.67140903098991,2
133-11 131 AVENUE,-73.80532287285523,40.67059434702508,1
133-12 122 PLACE,-73.81672644402221,40.67140906544813,1
133-12 150 STREET,-73.78922815426276,40.667985888612215,1
133-14 147 STREET,-73.7919412686255,40.66838607644119,1
133-14 148 STREET,-73.79105479680287,40.66829114711648,1
133-15 131 AVENUE,-73.80529044520311,40.67058880258124,1
133-16 142 STREET,-73.79759149928128,40.66905215981794,2
133-16 150 STREET,-73.7892355024548,40.66794198551285,1
133-16 INWOOD STREET,-73.79369246403506,40.66861704735068,1
133-18 134 STREET,-73.80485228442772,40.66879846138589,1
133-18 SUTTER AVENUE,-73.80514142368555,40.672240909545714,2
133-19 147 STREET,-73.7919196573562,40.66838054778464,3
133-19 221 STREET,-73.74772989221273,40.67957320610915,1
133-19 83 STREET,-73.85308478226352,40.67341277834596,1
133-19 INWOOD STREET,-73.79367445729062,40.66861152548832,4
133-20 116 STREET,-73.82318338813583,40.672563744202414,1
133-20 132 STREET,-73.80685598838005,40.66898848811075,1
133-20 SUTTER AVENUE,-73.80513060885939,40.67224089122809,2
133-21 226 STREET,-73.74343053263091,40.67815836941197,2
133-22 128 STREET,-73.81125701339772,40.67040935597244,4
133-22 134 STREET,-73.80485594539707,40.6687792541099,1
133-23 130 STREET,-73.8094380888186,40.669873869584286,1
133-24 127 STREET,-73.81217220311187,40.6705673063974,24
133-24 147 STREET,-73.7919449076049,40.66837510388323,1
133-25 147 STREET,-73.79192328777627,40.66837231999666,1
133-26 123 STREET,-73.81582571974552,40.67122647142233,1
133-27 129 STREET,-73.81033109937205,40.67022118796536,1
133-27 39 AVENUE,-73.83417245562488,40.75911432387386,1
133-28 116 STREET,-73.82318701492653,40.67255551543247,2
133-28 229 STREET,-73.7408887524308,40.67724414927185,1
133-29 132 STREET,-73.80683439157777,40.66897747271612,2
133-32 LEFFERTS BOULEVARD,-73.82041614545145,40.67205167343224,1
133-33 147 STREET,-73.7919233049015,40.66836683045804,1
133-34 123 STREET,-73.81582574248351,40.67121823711216,1
133-35 115 STREET,-73.82408064699824,40.672707848300405,3
133-35 131 STREET,-73.80782002693,40.66844663543819,1
133-37 129 STREET,-73.81033473542615,40.67021021482834,2
133-37 131 STREET,-73.80782736293504,40.66840273115467,1
133-38 147 STREET,-73.79194495041357,40.668361380036686,2
133-38 85 STREET,-73.8511378935479,40.67349261915845,1
133-39 243 STREET,-73.73087754317908,40.673537663211,1
133-40 ROOSEVELT AVENUE,-73.83282003701893,40.75863478281421,3
133-41 116 STREET,-73.82316904106428,40.67253627433913,1
133-42 116 STREET,-73.82319066354552,40.672539052352136,5
133-44 115 STREET,-73.82410590349714,40.6726996525732,3
133-44 121 STREET,-73.81856413575164,40.67170841470736,1
133-47 SANFORD AVENUE,-73.83043018792931,40.75590575313434,1
133-48 37 AVENUE,-73.83332015700245,40.760724261348685,1
133-50 ROOSEVELT AVENUE,-73.83246599739333,40.75875229269745,1
133-54 115 STREET,-73.82410953741999,40.6726886790042,3
133-58 CENTREVILLE STREET,-73.83589023492047,40.67577475041608,1
